gid,date_time_start,stadium,is_playoff,home_team,away_team,home_points,away_points
43136LAC,2/05/18 10:30,Staples Center,FALSE,Los Angeles Clippers,Dallas Mavericks,104,101
43137ORL,2/06/18 07:00,Amway Center,FALSE,Orlando Magic,Cleveland Cavaliers,116,98
43137ATL,2/06/18 07:30,Philips Arena,FALSE,Atlanta Hawks,Memphis Grizzlies,108,82
43137BKN,2/06/18 07:30,Barclays Center,FALSE,Brooklyn Nets,Houston Rockets,113,123
43137NY,2/06/18 07:30,Madison Square Garden,FALSE,New York Knicks,Milwaukee Bucks,89,103
43137TOR,2/06/18 07:30,Air Canada Centre,FALSE,Toronto Raptors,Boston Celtics,111,91
43137PHI,2/06/18 08:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Washington Wizards,115,102
43137GS,2/06/18 10:30,Oracle Arena,FALSE,Golden State Warriors,Oklahoma City Thunder,105,125
43137LAL,2/06/18 10:30,Staples Center,FALSE,Los Angeles Lakers,Phoenix Suns,112,93
43138DET,2/07/18 07:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Brooklyn Nets,115,106
43138MIA,2/07/18 07:30,AmericanAirlines Arena,FALSE,Miami Heat,Houston Rockets,101,109
43138CLE,2/07/18 08:00,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Minnesota Timberwolves,140,138
43138MEM,2/07/18 08:00,FedExForum,FALSE,Memphis Grizzlies,Utah Jazz,88,92
43138PHO,2/07/18 10:30,US Airways Center,FALSE,Phoenix Suns,San Antonio Spurs,81,129
43139ORL,2/08/18 07:00,Amway Center,FALSE,Orlando Magic,Atlanta Hawks,100,98
43139TOR,2/08/18 07:30,Air Canada Centre,FALSE,Toronto Raptors,New York Knicks,113,88
43139WAS,2/08/18 08:00,Verizon Center,FALSE,Washington Wizards,Boston Celtics,104,110
43139POR,2/08/18 10:00,Rose Garden,FALSE,Portland Trail Blazers,Charlotte Hornets,109,103
43139GS,2/08/18 10:30,Oracle Arena,FALSE,Golden State Warriors,Dallas Mavericks,121,103
43139LAL,2/08/18 10:30,Staples Center,FALSE,Los Angeles Lakers,Oklahoma City Thunder,106,81
43140DET,2/09/18 07:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Los Angeles Clippers,95,108
43140PHI,2/09/18 07:00,Wells Fargo Center,FALSE,Philadelphia 76ers,New Orleans Pelicans,100,82
43140ATL,2/09/18 07:30,Philips Arena,FALSE,Atlanta Hawks,Cleveland Cavaliers,107,123
43140BOS,2/09/18 07:30,TD Garden,FALSE,Boston Celtics,Indiana Pacers,91,97
43140CHI,2/09/18 08:00,United Center,FALSE,Chicago Bulls,Minnesota Timberwolves,114,113
43140HOU,2/09/18 08:00,Toyota Center,FALSE,Houston Rockets,Denver Nuggets,130,104
43140MIA,2/09/18 08:00,AmericanAirlines Arena,FALSE,Miami Heat,Milwaukee Bucks,91,85
43140UTA,2/09/18 09:00,EnergySolutions Arena,FALSE,Utah Jazz,Charlotte Hornets,106,94
43140SAC,2/09/18 10:30,Power Balance Pavilion,FALSE,Sacramento Kings,Portland Trail Blazers,100,118
43141BKN,2/10/18 06:00,Barclays Center,FALSE,Brooklyn Nets,New Orleans Pelicans,128,138
43141ORL,2/10/18 07:00,Amway Center,FALSE,Orlando Magic,Milwaukee Bucks,104,111
43141PHI,2/10/18 07:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Los Angeles Clippers,112,98
43141CHI,2/10/18 08:00,United Center,FALSE,Chicago Bulls,Washington Wizards,90,101
43141DAL,2/10/18 08:30,American Airlines Center,FALSE,Dallas Mavericks,Los Angeles Lakers,130,123
43141GS,2/10/18 08:30,Oracle Arena,FALSE,Golden State Warriors,San Antonio Spurs,122,105
43141PHO,2/10/18 09:00,US Airways Center,FALSE,Phoenix Suns,Denver Nuggets,113,123
43142CHA,2/11/18 01:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Toronto Raptors,103,123
43142ATL,2/11/18 03:30,Philips Arena,FALSE,Atlanta Hawks,Detroit Pistons,118,115
43142BOS,2/11/18 03:30,TD Garden,FALSE,Boston Celtics,Cleveland Cavaliers,99,121
43142IND,2/11/18 05:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,New York Knicks,121,113
43142HOU,2/11/18 07:00,Toyota Center,FALSE,Houston Rockets,Dallas Mavericks,104,97
43142MIN,2/11/18 07:00,Target Center,FALSE,Minnesota Timberwolves,Sacramento Kings,111,106
43142OKC,2/11/18 07:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Memphis Grizzlies,110,92
43142POR,2/11/18 09:00,Rose Garden,FALSE,Portland Trail Blazers,Utah Jazz,96,115
43143DET,2/12/18 07:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,New Orleans Pelicans,103,118
43143PHI,2/12/18 07:00,Wells Fargo Center,FALSE,Philadelphia 76ers,New York Knicks,108,92
43143BKN,2/12/18 07:30,Barclays Center,FALSE,Brooklyn Nets,Los Angeles Clippers,101,114
43143CHI,2/12/18 08:00,United Center,FALSE,Chicago Bulls,Orlando Magic,105,101
43143UTA,2/12/18 09:00,EnergySolutions Arena,FALSE,Utah Jazz,San Antonio Spurs,101,99
43143GS,2/12/18 10:30,Oracle Arena,FALSE,Golden State Warriors,Phoenix Suns,129,83
43144TOR,2/13/18 07:00,Air Canada Centre,FALSE,Toronto Raptors,Miami Heat,115,112
43144MIL,2/13/18 08:00,Bradley Center,FALSE,Milwaukee Bucks,Atlanta Hawks,97,92
43144MIN,2/13/18 08:00,Target Center,FALSE,Minnesota Timberwolves,Houston Rockets,108,126
43144OKC,2/13/18 08:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Cleveland Cavaliers,112,120
43144DAL,2/13/18 08:30,American Airlines Center,FALSE,Dallas Mavericks,Sacramento Kings,109,114
43144DEN,2/13/18 10:30,Pepsi Center,FALSE,Denver Nuggets,San Antonio Spurs,117,109
43145DET,2/14/18 07:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Atlanta Hawks,104,98
43145ORL,2/14/18 07:00,Amway Center,FALSE,Orlando Magic,Charlotte Hornets,102,104
43145PHI,2/14/18 07:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Miami Heat,104,102
43145BKN,2/14/18 07:30,Barclays Center,FALSE,Brooklyn Nets,Indiana Pacers,103,108
43145NY,2/14/18 07:30,Madison Square Garden,FALSE,New York Knicks,Washington Wizards,113,118
43145BOS,2/14/18 08:00,TD Garden,FALSE,Boston Celtics,Los Angeles Clippers,119,129
43145CHI,2/14/18 08:00,United Center,FALSE,Chicago Bulls,Toronto Raptors,98,122
43145HOU,2/14/18 08:00,Toyota Center,FALSE,Houston Rockets,Sacramento Kings,100,91
43145MEM,2/14/18 08:00,FedExForum,FALSE,Memphis Grizzlies,Oklahoma City Thunder,114,121
43145NO,2/14/18 08:00,New Orleans Arena,FALSE,New Orleans Pelicans,Los Angeles Lakers,139,117
43145UTA,2/14/18 09:00,EnergySolutions Arena,FALSE,Utah Jazz,Phoenix Suns,107,97
43145POR,2/14/18 10:30,Rose Garden,FALSE,Portland Trail Blazers,Golden State Warriors,123,117
43146MIL,2/15/18 08:00,Bradley Center,FALSE,Milwaukee Bucks,Denver Nuggets,123,134
43146MIN,2/15/18 09:00,Target Center,FALSE,Minnesota Timberwolves,Los Angeles Lakers,119,111
43153CHA,2/22/18 07:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Brooklyn Nets,111,96
43153ORL,2/22/18 07:00,Amway Center,FALSE,Orlando Magic,New York Knicks,113,120
43153CHI,2/22/18 08:00,United Center,FALSE,Chicago Bulls,Philadelphia 76ers,115,116
43153CLE,2/22/18 08:00,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Washington Wizards,103,110
43153SAC,2/22/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,Oklahoma City Thunder,107,110
43153GS,2/22/18 10:30,Oracle Arena,FALSE,Golden State Warriors,Los Angeles Clippers,134,127
43154DET,2/23/18 07:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Boston Celtics,98,110
43154IND,2/23/18 07:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Atlanta Hawks,116,93
43154WAS,2/23/18 07:00,Verizon Center,FALSE,Washington Wizards,Charlotte Hornets,105,122
43154TOR,2/23/18 07:30,Air Canada Centre,FALSE,Toronto Raptors,Milwaukee Bucks,119,122
43154HOU,2/23/18 08:00,Toyota Center,FALSE,Houston Rockets,Minnesota Timberwolves,120,102
43154MEM,2/23/18 08:00,FedExForum,FALSE,Memphis Grizzlies,Cleveland Cavaliers,89,112
43154NO,2/23/18 08:00,New Orleans Arena,FALSE,New Orleans Pelicans,Miami Heat,124,123
43154DEN,2/23/18 09:00,Pepsi Center,FALSE,Denver Nuggets,San Antonio Spurs,122,119
43154PHO,2/23/18 09:00,US Airways Center,FALSE,Phoenix Suns,Los Angeles Clippers,117,128
43154UTA,2/23/18 09:00,EnergySolutions Arena,FALSE,Utah Jazz,Portland Trail Blazers,81,100
43154LAL,2/23/18 10:30,Staples Center,FALSE,Los Angeles Lakers,Dallas Mavericks,124,102
43155PHI,2/24/18 05:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Orlando Magic,116,105
43155MIA,2/24/18 07:30,AmericanAirlines Arena,FALSE,Miami Heat,Memphis Grizzlies,115,89
43155NY,2/24/18 07:30,Madison Square Garden,FALSE,New York Knicks,Boston Celtics,112,121
43155GS,2/24/18 08:30,Oracle Arena,FALSE,Golden State Warriors,Oklahoma City Thunder,112,80
43155MIN,2/24/18 09:00,Target Center,FALSE,Minnesota Timberwolves,Chicago Bulls,122,104
43155PHO,2/24/18 09:00,US Airways Center,FALSE,Phoenix Suns,Portland Trail Blazers,104,106
43155UTA,2/24/18 09:00,EnergySolutions Arena,FALSE,Utah Jazz,Dallas Mavericks,97,90
43155SAC,2/24/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,Los Angeles Lakers,108,113
43156CHA,2/25/18 01:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Detroit Pistons,114,98
43156MIL,2/25/18 03:00,Bradley Center,FALSE,Milwaukee Bucks,New Orleans Pelicans,121,123
43156CLE,2/25/18 03:30,Quicken Loans Arena,FALSE,Cleveland Cavaliers,San Antonio Spurs,94,110
43156DEN,2/25/18 08:00,Pepsi Center,FALSE,Denver Nuggets,Houston Rockets,114,119
43156WAS,2/25/18 08:00,Verizon Center,FALSE,Washington Wizards,Philadelphia 76ers,109,94
43157ATL,2/26/18 07:30,Philips Arena,FALSE,Atlanta Hawks,Los Angeles Lakers,104,123
43157BOS,2/26/18 07:30,TD Garden,FALSE,Boston Celtics,Memphis Grizzlies,109,98
43157BKN,2/26/18 07:30,Barclays Center,FALSE,Brooklyn Nets,Chicago Bulls,104,87
43157NY,2/26/18 07:30,Madison Square Garden,FALSE,New York Knicks,Golden State Warriors,111,125
43157TOR,2/26/18 07:30,Air Canada Centre,FALSE,Toronto Raptors,Detroit Pistons,123,94
43157NO,2/26/18 08:00,New Orleans Arena,FALSE,New Orleans Pelicans,Phoenix Suns,125,116
43157OKC,2/26/18 08:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Orlando Magic,112,105
43157DAL,2/26/18 08:30,American Airlines Center,FALSE,Dallas Mavericks,Indiana Pacers,109,103
43157UTA,2/26/18 09:00,EnergySolutions Arena,FALSE,Utah Jazz,Houston Rockets,85,96
43157SAC,2/26/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,Minnesota Timberwolves,100,118
43158CHA,2/27/18 07:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Chicago Bulls,118,103
43158CLE,2/27/18 07:00,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Brooklyn Nets,129,123
43158MIA,2/27/18 07:30,AmericanAirlines Arena,FALSE,Miami Heat,Philadelphia 76ers,102,101
43158MIL,2/27/18 08:00,Bradley Center,FALSE,Milwaukee Bucks,Washington Wizards,104,107
43158POR,2/27/18 10:00,Rose Garden,FALSE,Portland Trail Blazers,Sacramento Kings,116,99
43158DEN,2/27/18 10:30,Pepsi Center,FALSE,Denver Nuggets,Los Angeles Clippers,120,122
43159DET,2/28/18 07:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Milwaukee Bucks,110,87
43159ORL,2/28/18 07:00,Amway Center,FALSE,Orlando Magic,Toronto Raptors,104,117
43159ATL,2/28/18 07:30,Philips Arena,FALSE,Atlanta Hawks,Indiana Pacers,107,102
43159BOS,2/28/18 07:30,TD Garden,FALSE,Boston Celtics,Charlotte Hornets,134,106
43159MEM,2/28/18 08:00,FedExForum,FALSE,Memphis Grizzlies,Phoenix Suns,102,110
43159WAS,2/28/18 08:00,Verizon Center,FALSE,Washington Wizards,Golden State Warriors,101,109
43159DAL,2/28/18 08:30,American Airlines Center,FALSE,Dallas Mavericks,Oklahoma City Thunder,110,111
43159SA,2/28/18 08:30,AT&T Center,FALSE,San Antonio Spurs,New Orleans Pelicans,116,121
43159LAC,2/28/18 10:30,Staples Center,FALSE,Los Angeles Clippers,Houston Rockets,92,105
43160MIA,3/01/18 07:30,AmericanAirlines Arena,FALSE,Miami Heat,Los Angeles Lakers,113,131
43160CLE,3/01/18 08:00,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Philadelphia 76ers,97,108
43160SAC,3/01/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,Brooklyn Nets,116,111
43160POR,3/01/18 10:30,Rose Garden,FALSE,Portland Trail Blazers,Minnesota Timberwolves,108,99
43161ORL,3/02/18 07:00,Amway Center,FALSE,Orlando Magic,Detroit Pistons,115,106
43161PHI,3/02/18 07:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Charlotte Hornets,110,99
43161ATL,3/02/18 07:30,Philips Arena,FALSE,Atlanta Hawks,Golden State Warriors,109,114
43161CHI,3/02/18 08:00,United Center,FALSE,Chicago Bulls,Dallas Mavericks,108,100
43161MEM,3/02/18 08:00,FedExForum,FALSE,Memphis Grizzlies,Denver Nuggets,102,108
43161MIL,3/02/18 08:00,Bradley Center,FALSE,Milwaukee Bucks,Indiana Pacers,96,103
43161WAS,3/02/18 08:00,Verizon Center,FALSE,Washington Wizards,Toronto Raptors,95,102
43161PHO,3/02/18 09:00,US Airways Center,FALSE,Phoenix Suns,Oklahoma City Thunder,116,124
43161LAC,3/02/18 10:30,Staples Center,FALSE,Los Angeles Clippers,New York Knicks,128,105
43161UTA,3/02/18 10:30,EnergySolutions Arena,FALSE,Utah Jazz,Minnesota Timberwolves,116,108
43162ORL,3/03/18 07:00,Amway Center,FALSE,Orlando Magic,Memphis Grizzlies,107,100
43162CLE,3/03/18 07:30,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Denver Nuggets,117,126
43162MIA,3/03/18 07:30,AmericanAirlines Arena,FALSE,Miami Heat,Detroit Pistons,105,96
43162HOU,3/03/18 08:30,Toyota Center,FALSE,Houston Rockets,Boston Celtics,123,120
43162SA,3/03/18 09:00,AT&T Center,FALSE,San Antonio Spurs,Los Angeles Lakers,112,116
43162POR,3/03/18 10:00,Rose Garden,FALSE,Portland Trail Blazers,Oklahoma City Thunder,108,100
43162SAC,3/03/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,Utah Jazz,91,98
43163ATL,3/04/18 03:30,Philips Arena,FALSE,Atlanta Hawks,Phoenix Suns,113,112
43163TOR,3/04/18 06:00,Air Canada Centre,FALSE,Toronto Raptors,Charlotte Hornets,103,98
43163WAS,3/04/18 06:00,Verizon Center,FALSE,Washington Wizards,Indiana Pacers,95,98
43163DAL,3/04/18 07:00,American Airlines Center,FALSE,Dallas Mavericks,New Orleans Pelicans,109,126
43163MIL,3/04/18 08:00,Bradley Center,FALSE,Milwaukee Bucks,Philadelphia 76ers,118,110
43163LAC,3/04/18 09:00,Staples Center,FALSE,Los Angeles Clippers,Brooklyn Nets,123,120
43163SAC,3/04/18 09:00,Power Balance Pavilion,FALSE,Sacramento Kings,New York Knicks,102,99
43164CLE,3/05/18 07:00,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Detroit Pistons,112,90
43164IND,3/05/18 07:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Milwaukee Bucks,92,89
43164MIA,3/05/18 07:30,AmericanAirlines Arena,FALSE,Miami Heat,Phoenix Suns,125,103
43164CHI,3/05/18 08:00,United Center,FALSE,Chicago Bulls,Boston Celtics,89,105
43164SA,3/05/18 08:30,AT&T Center,FALSE,San Antonio Spurs,Memphis Grizzlies,100,98
43164UTA,3/05/18 09:00,EnergySolutions Arena,FALSE,Utah Jazz,Orlando Magic,94,80
43164LAL,3/05/18 10:30,Staples Center,FALSE,Los Angeles Lakers,Portland Trail Blazers,103,108
43165CHA,3/06/18 07:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Philadelphia 76ers,114,128
43165TOR,3/06/18 07:00,Air Canada Centre,FALSE,Toronto Raptors,Atlanta Hawks,106,90
43165WAS,3/06/18 07:00,Verizon Center,FALSE,Washington Wizards,Miami Heat,117,113
43165OKC,3/06/18 08:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Houston Rockets,112,122
43165DAL,3/06/18 08:30,American Airlines Center,FALSE,Dallas Mavericks,Denver Nuggets,118,107
43165POR,3/06/18 10:00,Rose Garden,FALSE,Portland Trail Blazers,New York Knicks,111,87
43165GS,3/06/18 10:30,Oracle Arena,FALSE,Golden State Warriors,Brooklyn Nets,114,101
43165LAC,3/06/18 10:30,Staples Center,FALSE,Los Angeles Clippers,New Orleans Pelicans,116,121
43166IND,3/07/18 07:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Utah Jazz,84,104
43166CHI,3/07/18 08:00,United Center,FALSE,Chicago Bulls,Memphis Grizzlies,119,110
43166DET,3/07/18 08:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Toronto Raptors,119,121
43166MIL,3/07/18 08:00,Bradley Center,FALSE,Milwaukee Bucks,Houston Rockets,99,110
43166SAC,3/07/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,New Orleans Pelicans,101,114
43166DEN,3/07/18 10:30,Pepsi Center,FALSE,Denver Nuggets,Cleveland Cavaliers,108,113
43166LAL,3/07/18 10:30,Staples Center,FALSE,Los Angeles Lakers,Orlando Magic,108,107
43167CHA,3/08/18 07:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Brooklyn Nets,111,125
43167MIA,3/08/18 07:30,AmericanAirlines Arena,FALSE,Miami Heat,Philadelphia 76ers,108,99
43167MIN,3/08/18 08:00,Target Center,FALSE,Minnesota Timberwolves,Boston Celtics,109,117
43167OKC,3/08/18 08:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Phoenix Suns,115,87
43167GS,3/08/18 10:30,Oracle Arena,FALSE,Golden State Warriors,San Antonio Spurs,110,107
43168DET,3/09/18 07:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Chicago Bulls,99,83
43168IND,3/09/18 07:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Atlanta Hawks,112,87
43168TOR,3/09/18 07:30,Air Canada Centre,FALSE,Toronto Raptors,Houston Rockets,108,105
43168MEM,3/09/18 08:00,FedExForum,FALSE,Memphis Grizzlies,Utah Jazz,78,95
43168MIL,3/09/18 08:00,Bradley Center,FALSE,Milwaukee Bucks,New York Knicks,120,112
43168NO,3/09/18 08:00,New Orleans Arena,FALSE,New Orleans Pelicans,Washington Wizards,97,116
43168DEN,3/09/18 09:00,Pepsi Center,FALSE,Denver Nuggets,Los Angeles Lakers,125,116
43168POR,3/09/18 10:00,Rose Garden,FALSE,Portland Trail Blazers,Golden State Warriors,125,108
43168SAC,3/09/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,Orlando Magic,94,88
43168LAC,3/09/18 10:30,Staples Center,FALSE,Los Angeles Clippers,Cleveland Cavaliers,116,102
43169CHA,3/10/18 05:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Phoenix Suns,122,115
43169MIA,3/10/18 07:30,AmericanAirlines Arena,FALSE,Miami Heat,Washington Wizards,129,102
43169DAL,3/10/18 08:30,American Airlines Center,FALSE,Dallas Mavericks,Memphis Grizzlies,114,80
43169OKC,3/10/18 08:30,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,San Antonio Spurs,104,94
43169LAC,3/10/18 10:30,Staples Center,FALSE,Los Angeles Clippers,Orlando Magic,113,105
43170NY,3/11/18 01:00,Madison Square Garden,FALSE,New York Knicks,Toronto Raptors,106,132
43170ATL,3/11/18 03:30,Philips Arena,FALSE,Atlanta Hawks,Chicago Bulls,122,129
43170MIN,3/11/18 03:30,Target Center,FALSE,Minnesota Timberwolves,Golden State Warriors,109,103
43170NO,3/11/18 04:00,New Orleans Arena,FALSE,New Orleans Pelicans,Utah Jazz,99,116
43170DEN,3/11/18 05:00,Pepsi Center,FALSE,Denver Nuggets,Sacramento Kings,130,104
43170DAL,3/11/18 07:00,American Airlines Center,FALSE,Dallas Mavericks,Houston Rockets,82,105
43170BOS,3/11/18 07:30,TD Garden,FALSE,Boston Celtics,Indiana Pacers,97,99
43170BKN,3/11/18 07:30,Barclays Center,FALSE,Brooklyn Nets,Philadelphia 76ers,97,120
43170LAL,3/11/18 09:00,Staples Center,FALSE,Los Angeles Lakers,Cleveland Cavaliers,127,113
43171HOU,3/12/18 08:00,Toyota Center,FALSE,Houston Rockets,San Antonio Spurs,109,93
43171MEM,3/12/18 08:00,FedExForum,FALSE,Memphis Grizzlies,Milwaukee Bucks,103,121
43171OKC,3/12/18 08:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Sacramento Kings,106,101
43171POR,3/12/18 10:30,Rose Garden,FALSE,Portland Trail Blazers,Miami Heat,115,99
43172PHI,3/13/18 07:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Indiana Pacers,98,101
43172WAS,3/13/18 07:00,Verizon Center,FALSE,Washington Wizards,Minnesota Timberwolves,111,116
43172ATL,3/13/18 07:30,Philips Arena,FALSE,Atlanta Hawks,Oklahoma City Thunder,107,119
43172BKN,3/13/18 07:30,Barclays Center,FALSE,Brooklyn Nets,Toronto Raptors,102,116
43172NY,3/13/18 07:30,Madison Square Garden,FALSE,New York Knicks,Dallas Mavericks,97,110
43172CHI,3/13/18 08:00,United Center,FALSE,Chicago Bulls,Los Angeles Clippers,106,112
43172NO,3/13/18 08:00,New Orleans Arena,FALSE,New Orleans Pelicans,Charlotte Hornets,119,115
43172SA,3/13/18 08:30,AT&T Center,FALSE,San Antonio Spurs,Orlando Magic,108,72
43172UTA,3/13/18 09:00,EnergySolutions Arena,FALSE,Utah Jazz,Detroit Pistons,110,79
43172PHO,3/13/18 10:00,US Airways Center,FALSE,Phoenix Suns,Cleveland Cavaliers,107,129
43172LAL,3/13/18 10:30,Staples Center,FALSE,Los Angeles Lakers,Denver Nuggets,112,103
43173ORL,3/14/18 07:00,Amway Center,FALSE,Orlando Magic,Milwaukee Bucks,126,117
43173BOS,3/14/18 08:00,TD Garden,FALSE,Boston Celtics,Washington Wizards,124,125
43173SAC,3/14/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,Miami Heat,123,119
43173GS,3/14/18 10:30,Oracle Arena,FALSE,Golden State Warriors,Los Angeles Lakers,117,106
43174IND,3/15/18 07:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Toronto Raptors,99,106
43174ATL,3/15/18 07:30,Philips Arena,FALSE,Atlanta Hawks,Charlotte Hornets,117,129
43174NY,3/15/18 07:30,Madison Square Garden,FALSE,New York Knicks,Philadelphia 76ers,110,118
43174HOU,3/15/18 08:00,Toyota Center,FALSE,Houston Rockets,Los Angeles Clippers,101,96
43174MEM,3/15/18 08:00,FedExForum,FALSE,Memphis Grizzlies,Chicago Bulls,110,111
43174SA,3/15/18 08:30,AT&T Center,FALSE,San Antonio Spurs,New Orleans Pelicans,98,93
43174DEN,3/15/18 09:00,Pepsi Center,FALSE,Denver Nuggets,Detroit Pistons,120,113
43174UTA,3/15/18 09:00,EnergySolutions Arena,FALSE,Utah Jazz,Phoenix Suns,116,88
43174POR,3/15/18 10:00,Rose Garden,FALSE,Portland Trail Blazers,Cleveland Cavaliers,113,105
43175ORL,3/16/18 07:00,Amway Center,FALSE,Orlando Magic,Boston Celtics,83,92
43175PHI,3/16/18 07:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Brooklyn Nets,120,116
43175TOR,3/16/18 07:30,Air Canada Centre,FALSE,Toronto Raptors,Dallas Mavericks,122,115
43175OKC,3/16/18 08:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Los Angeles Clippers,121,113
43175GS,3/16/18 10:30,Oracle Arena,FALSE,Golden State Warriors,Sacramento Kings,93,98
43175LAL,3/16/18 10:30,Staples Center,FALSE,Los Angeles Lakers,Miami Heat,91,92
43176NO,3/17/18 07:00,New Orleans Arena,FALSE,New Orleans Pelicans,Houston Rockets,101,107
43176WAS,3/17/18 07:00,Verizon Center,FALSE,Washington Wizards,Indiana Pacers,109,102
43176BKN,3/17/18 07:30,Barclays Center,FALSE,Brooklyn Nets,Dallas Mavericks,114,106
43176NY,3/17/18 07:30,Madison Square Garden,FALSE,New York Knicks,Charlotte Hornets,124,101
43176CHI,3/17/18 08:00,United Center,FALSE,Chicago Bulls,Cleveland Cavaliers,109,114
43176MEM,3/17/18 08:00,FedExForum,FALSE,Memphis Grizzlies,Denver Nuggets,101,94
43176MIL,3/17/18 08:30,Bradley Center,FALSE,Milwaukee Bucks,Atlanta Hawks,122,117
43176SA,3/17/18 08:30,AT&T Center,FALSE,San Antonio Spurs,Minnesota Timberwolves,117,101
43176UTA,3/17/18 09:00,EnergySolutions Arena,FALSE,Utah Jazz,Sacramento Kings,103,97
43176PHO,3/17/18 10:00,US Airways Center,FALSE,Phoenix Suns,Golden State Warriors,109,124
43176POR,3/17/18 10:00,Rose Garden,FALSE,Portland Trail Blazers,Detroit Pistons,100,87
43177TOR,3/18/18 01:00,Air Canada Centre,FALSE,Toronto Raptors,Oklahoma City Thunder,125,132
43177NO,3/18/18 06:00,New Orleans Arena,FALSE,New Orleans Pelicans,Boston Celtics,108,89
43177MIN,3/18/18 07:00,Target Center,FALSE,Minnesota Timberwolves,Houston Rockets,120,129
43177LAC,3/18/18 10:30,Staples Center,FALSE,Los Angeles Clippers,Portland Trail Blazers,109,122
43178CLE,3/19/18 07:00,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Milwaukee Bucks,124,117
43178IND,3/19/18 07:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Los Angeles Lakers,110,100
43178PHI,3/19/18 07:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Charlotte Hornets,108,94
43178BKN,3/19/18 07:30,Barclays Center,FALSE,Brooklyn Nets,Memphis Grizzlies,118,115
43178MIA,3/19/18 07:30,AmericanAirlines Arena,FALSE,Miami Heat,Denver Nuggets,149,141
43178NY,3/19/18 07:30,Madison Square Garden,FALSE,New York Knicks,Chicago Bulls,110,92
43178SA,3/19/18 09:30,AT&T Center,FALSE,San Antonio Spurs,Golden State Warriors,89,75
43178SAC,3/19/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,Detroit Pistons,90,106
43179ORL,3/20/18 07:00,Amway Center,FALSE,Orlando Magic,Toronto Raptors,86,93
43179BOS,3/20/18 08:00,TD Garden,FALSE,Boston Celtics,Oklahoma City Thunder,100,99
43179MIN,3/20/18 08:00,Target Center,FALSE,Minnesota Timberwolves,Los Angeles Clippers,123,109
43179NO,3/20/18 08:00,New Orleans Arena,FALSE,New Orleans Pelicans,Dallas Mavericks,115,105
43179UTA,3/20/18 09:00,EnergySolutions Arena,FALSE,Utah Jazz,Atlanta Hawks,94,99
