gid,teamAbbr,playDispNm,minutes,points,assists,turnovers,steals,blocks,fouls,fga,fgm,threepa,threepm,fta,ftm,rebounds
43195DEN,DEN,Jamal Murray,36,22,1,1,0,1,4,16,8,6,3,3,3,2
43195DEN,DEN,Nikola Joki€à,36,16,9,2,1,1,5,20,6,6,1,3,3,14
43195DEN,DEN,Paul Millsap,33,12,1,2,0,1,1,12,3,3,0,9,6,7
43195DEN,DEN,Wilson Chandler,33,10,0,0,0,1,0,10,4,3,0,2,2,5
43195DEN,DEN,Mason Plumlee,22,6,2,1,0,1,2,4,2,0,0,2,2,7
43195DEN,DEN,Devin Harris,20,20,1,2,0,0,2,11,6,9,5,3,3,3
43195DEN,DEN,Torrey Craig,16,0,1,0,1,1,0,2,0,2,0,0,0,3
43195DEN,DEN,Trey Lyles,4,0,0,0,0,0,0,0,0,0,0,0,0,0
43196DET,DAL,Johnathan Motley,40,26,2,2,2,0,2,19,11,3,1,3,3,12
43196DET,DAL,Dorian Finney-Smith,37,15,4,2,1,0,4,12,6,6,3,0,0,10
43196DET,DAL,Dennis Smith,31,7,8,2,1,0,3,12,2,3,0,4,3,3
43196DET,DAL,Harrison Barnes,31,17,0,0,0,0,2,13,6,6,2,4,3,4
43196DET,DAL,Dwight Powell,28,13,2,1,1,1,1,10,4,8,2,3,3,7
43196DET,DAL,Aaron Harrison,21,3,0,1,0,0,3,6,1,5,1,0,0,0
43196DET,DAL,Doug McDermott,19,5,1,1,0,0,0,3,2,1,1,0,0,0
43196DET,DAL,Kyle Collinsworth,19,4,3,1,0,2,2,4,2,0,0,0,0,1
43196DET,DAL,Maxi Kleber,16,7,2,1,0,1,2,4,3,2,1,0,0,6
43196DET,DAL,Jalen Jones,12,4,0,0,1,0,0,3,1,2,1,4,1,2
43196DET,DAL,Yogi Ferrell,11,5,4,1,1,1,1,6,2,3,1,0,0,1
43196DET,DET,Andre Drummond,42,19,5,2,1,2,3,13,9,1,0,6,1,16
43196DET,DET,Stanley Johnson,39,11,4,0,2,1,2,10,4,3,1,3,2,6
43196DET,DET,Reggie Jackson,35,24,7,1,0,0,2,18,11,3,1,2,1,0
43196DET,DET,Anthony Tolliver,35,16,2,2,1,0,4,9,6,6,4,0,0,3
43196DET,DET,Luke Kennard,27,2,2,2,0,0,2,5,1,2,0,0,0,5
43196DET,DET,Langston Galloway,26,15,1,0,1,0,1,14,5,7,4,2,1,4
43196DET,DET,Henry Ellenson,18,11,0,2,0,0,1,10,4,5,1,2,2,5
43196DET,DET,Ishmael Smith,18,9,3,2,1,1,3,6,4,2,1,0,0,2
43196DET,DET,James Ennis,14,4,0,0,0,0,0,3,1,1,0,2,2,1
43196DET,DET,Eric Moreland,11,2,0,0,0,0,1,4,1,0,0,0,0,7
43196ORL,CHA,Dwight Howard,28,16,2,2,0,4,2,10,5,0,0,8,6,17
43196ORL,CHA,Michael Kidd-Gilchrist,23,4,1,1,1,0,2,2,1,0,0,2,2,3
43196ORL,CHA,Kemba Walker,23,13,4,1,1,0,0,9,3,4,1,6,6,1
43196ORL,CHA,Marvin Williams,22,18,2,0,1,0,2,9,7,3,2,2,2,2
43196ORL,CHA,Nicolas Batum,20,9,6,2,0,0,1,7,4,2,1,0,0,6
43196ORL,CHA,Frank Kaminsky,26,21,1,1,0,0,1,15,8,6,3,2,2,4
43196ORL,CHA,Malik Monk,26,26,8,1,0,1,1,14,8,6,4,6,6,1
43196ORL,CHA,Julyan Stone,25,3,4,1,0,0,2,2,1,2,1,0,0,1
43196ORL,CHA,Willy HernangÌ_mez,20,11,1,0,1,0,4,6,5,1,1,0,0,12
43196ORL,CHA,Jeremy Lamb,20,16,2,0,0,0,0,9,6,5,4,0,0,3
43196ORL,CHA,Marcus Paige,6,0,1,0,0,0,0,3,0,2,0,0,0,0
43196ORL,ORL,Wesley Iwundu,37,10,1,2,0,0,1,9,5,1,0,0,0,3
43196ORL,ORL,Jamel Artis,33,12,1,2,0,1,1,12,5,5,2,0,0,6
43196ORL,ORL,Mario Hezonja,23,11,2,1,1,0,3,10,4,2,1,2,2,5
43196ORL,ORL,Bismack Biyombo,21,7,2,1,0,1,3,10,3,0,0,4,1,8
43196ORL,ORL,D.J. Augustin,18,19,2,0,0,0,0,13,8,4,2,1,1,1
43196ORL,ORL,Khem Birch,27,12,2,0,0,1,3,8,5,0,0,2,2,4
43196ORL,ORL,Rodney Purvis,27,12,3,0,0,0,3,13,5,3,1,2,1,3
43196ORL,ORL,Marreese Speights,25,14,3,1,1,0,3,13,6,5,2,2,0,3
43196ORL,ORL,Shelvin Mack,21,3,11,1,0,0,2,4,1,2,1,0,0,3
43196ORL,ORL,Arron Afflalo,8,0,0,0,0,0,0,2,0,1,0,0,0,0
43196PHI,CLE,Jeff Green,41,33,3,2,0,0,5,12,10,6,5,8,8,5
43196PHI,CLE,LeBron James,40,44,11,8,2,1,0,29,17,8,4,11,6,11
43196PHI,CLE,Kevin Love,33,17,4,1,0,1,3,10,5,6,3,5,4,9
43196PHI,CLE,Cedi Osman,33,7,3,0,1,0,2,11,2,8,1,4,2,6
43196PHI,CLE,Rodney Hood,12,4,1,0,0,0,2,3,1,0,0,2,2,2
43196PHI,CLE,J.R. Smith,30,8,0,0,0,0,3,6,3,4,2,0,0,2
43196PHI,CLE,Kyle Korver,19,5,1,2,2,0,4,3,2,2,1,0,0,0
43196PHI,CLE,Jordan Clarkson,18,6,1,1,1,0,1,7,2,0,0,2,2,2
43196PHI,CLE,Larry Nance Jr.,7,2,0,0,0,0,0,4,1,0,0,0,0,1
43196PHI,CLE,Tristan Thompson,6,4,0,0,0,0,0,2,2,0,0,1,0,2
43196PHI,PHI,Robert Covington,36,11,0,0,3,3,5,8,4,6,2,1,1,4
43196PHI,PHI,Ben Simmons,36,27,13,3,4,1,4,17,12,0,0,5,3,15
43196PHI,PHI,J.J. Redick,32,28,1,1,0,0,2,19,9,11,4,7,6,2
43196PHI,PHI,Dario Saric,25,3,3,1,0,0,1,9,1,6,1,0,0,3
43196PHI,PHI,Amir Johnson,19,7,4,1,1,0,2,8,3,0,0,1,1,3
43196PHI,PHI,Marco Belinelli,30,23,2,2,0,1,3,15,7,12,6,3,3,2
43196PHI,PHI,Ersan Ilyasova,29,17,5,1,1,1,4,12,6,4,1,4,4,11
43196PHI,PHI,Richaun Holmes,15,6,2,1,0,1,1,4,3,0,0,0,0,2
43196PHI,PHI,Markelle Fultz,12,10,4,2,1,0,1,8,5,0,0,0,0,3
43196PHI,PHI,T.J. McConnell,5,0,1,0,0,0,0,1,0,0,0,0,0,0
43196WAS,ATL,Taurean Prince,34,23,5,2,2,0,6,18,8,7,1,6,6,4
43196WAS,ATL,Dewayne Dedmon,32,12,3,1,1,1,3,8,5,1,0,3,2,14
43196WAS,ATL,John Collins,31,10,5,1,0,1,2,9,5,0,0,3,0,10
43196WAS,ATL,Isaiah Taylor,25,10,4,4,2,0,4,10,3,6,2,3,2,1
43196WAS,ATL,DeAndre‰Ûª Bembry,17,5,1,3,0,1,0,3,2,1,1,2,0,1
43196WAS,ATL,Tyler Dorsey,32,22,1,0,0,1,2,14,7,8,4,4,4,3
43196WAS,ATL,Damion Lee,26,11,3,3,0,0,2,9,4,5,1,2,2,6
43196WAS,ATL,Mike Muscala,24,7,1,3,0,1,0,6,3,4,1,0,0,9
43196WAS,ATL,Miles Plumlee,9,0,1,0,0,0,1,1,0,0,0,0,0,2
43196WAS,ATL,Antonius Cleveland,9,3,0,1,0,0,2,1,1,1,1,0,0,0
43196WAS,WAS,Bradley Beal,40,32,3,3,1,1,1,24,12,5,1,9,7,3
43196WAS,WAS,Marcin Gortat,39,6,4,2,0,1,4,8,3,0,0,0,0,11
43196WAS,WAS,Otto Porter,34,10,2,1,0,0,2,9,4,3,1,2,1,7
43196WAS,WAS,TomÌÁÅÁ SatoranskÌ_,29,8,2,1,0,0,1,8,4,0,0,0,0,5
43196WAS,WAS,Markieff Morris,8,4,1,0,0,0,0,6,1,2,1,2,1,2
43196WAS,WAS,Kelly Oubre Jr.,31,13,2,4,3,1,1,13,3,7,3,4,4,7
43196WAS,WAS,Mike Scott,22,7,0,0,1,0,2,9,2,5,1,2,2,4
43196WAS,WAS,Tim Frazier,19,7,3,1,3,0,3,5,3,1,1,0,0,5
43196WAS,WAS,Jodie Meeks,10,4,1,0,0,0,0,2,1,1,1,2,1,0
43196WAS,WAS,Jason Smith,8,6,0,0,0,1,1,3,2,1,0,2,2,1
43196BOS,CHI,Justin Holiday,30,5,2,5,3,0,2,11,2,6,1,0,0,7
43196BOS,CHI,Cristiano FelÌ_cio,29,6,2,2,4,0,2,3,1,0,0,6,4,9
43196BOS,CHI,David Nwaba,26,10,1,1,1,0,3,14,5,2,0,0,0,4
43196BOS,CHI,Lauri Markkanen,23,20,2,3,0,0,2,11,7,5,3,4,3,5
43196BOS,CHI,Cameron Payne,22,11,4,1,0,0,1,9,4,4,3,0,0,4
43196BOS,CHI,Jerian Grant,28,15,8,0,5,0,3,12,7,3,1,2,0,1
43196BOS,CHI,Ryan Arcidiacono,26,5,6,2,1,0,3,4,2,3,1,0,0,1
43196BOS,CHI,Sean Kilpatrick,25,24,0,1,1,0,1,13,8,7,5,4,3,3
43196BOS,CHI,Omer Asik,16,2,0,1,0,0,3,3,1,0,0,1,0,2
43196BOS,CHI,Bobby Portis,14,6,0,1,0,0,2,6,3,0,0,0,0,7
43196BOS,BOS,Jaylen Brown,30,32,2,4,0,0,1,19,11,10,7,5,3,4
43196BOS,BOS,Terry Rozier,29,7,4,3,2,1,1,8,3,5,1,0,0,6
43196BOS,BOS,Marcus Morris,26,12,3,0,2,0,0,12,6,3,0,2,0,1
43196BOS,BOS,Guerschon Yabusele,25,6,1,1,0,2,0,6,2,4,1,2,1,6
43196BOS,BOS,Aron Baynes,18,4,4,1,1,1,3,3,2,1,0,0,0,7
43196BOS,BOS,Greg Monroe,28,19,10,3,2,1,4,10,8,0,0,3,3,11
43196BOS,BOS,Semi Ojeleye,24,7,0,0,1,0,1,5,3,3,1,0,0,5
43196BOS,BOS,Jabari Bird,24,15,3,2,1,1,0,10,7,2,1,3,0,3
43196BOS,BOS,Shane Larkin,21,0,6,3,0,1,1,1,0,1,0,0,0,2
43196BOS,BOS,Jonathan Gibson,9,9,2,0,0,0,2,6,3,5,3,0,0,1
43196BOS,BOS,Abdel Nader,7,0,0,1,0,0,1,1,0,0,0,2,0,0
43196BOS,BOS,Kadeem Allen,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43196NY,MIA,Tyler Johnson,27,9,2,1,2,0,2,7,4,2,1,0,0,5
43196NY,MIA,Goran Dragi€à,24,15,2,2,1,0,2,10,6,1,1,2,2,3
43196NY,MIA,James Johnson,23,12,4,3,0,2,2,8,4,2,1,3,3,1
43196NY,MIA,Josh Richardson,19,2,2,1,0,1,2,3,0,1,0,2,2,2
43196NY,MIA,Hassan Whiteside,18,14,0,1,0,0,4,13,6,0,0,2,2,6
43196NY,MIA,Wayne Ellington,29,10,0,0,2,0,0,9,3,7,2,2,2,4
43196NY,MIA,Rodney McGruder,22,5,4,0,0,1,0,6,2,1,0,2,1,3
43196NY,MIA,Justise Winslow,22,9,2,1,2,0,2,9,3,3,0,3,3,5
43196NY,MIA,Dwyane Wade,19,7,3,0,0,1,2,9,3,2,1,0,0,5
43196NY,MIA,Kelly Olynyk,18,11,1,2,0,0,2,6,2,4,1,6,6,4
43196NY,MIA,Bam Adebayo,12,4,0,2,0,0,1,4,2,0,0,0,0,4
43196NY,MIA,Luke Babbitt,7,0,0,0,0,0,0,4,0,4,0,0,0,0
43196NY,NY,Frank Ntilikina,32,8,9,3,1,0,3,7,3,4,2,0,0,2
43196NY,NY,Trey Burke,30,17,4,2,1,0,2,12,6,4,1,7,4,3
43196NY,NY,Tim Hardaway Jr.,29,15,5,1,2,0,2,10,5,7,4,2,1,4
43196NY,NY,Kyle O'Quinn,22,14,2,1,1,3,3,9,5,1,1,4,3,14
43196NY,NY,Michael Beasley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43196NY,NY,Damyean Dotson,36,30,1,0,1,1,1,21,12,10,4,3,2,11
43196NY,NY,Courtney Lee,29,10,4,0,1,0,2,8,4,4,2,0,0,3
43196NY,NY,Luke Kornet,22,17,4,1,0,1,3,11,6,6,4,1,1,8
43196NY,NY,Isaiah Hicks,19,9,1,1,0,0,4,6,3,0,0,4,3,3
43196NY,NY,Jarrett Jack,12,2,2,2,0,0,2,3,1,0,0,0,0,2
43196NY,NY,Emmanuel Mudiay,8,0,1,1,0,0,1,2,0,1,0,0,0,1
43196TOR,IND,Darren Collison,25,2,5,0,0,0,1,7,1,0,0,0,0,3
43196TOR,IND,Myles Turner,22,2,0,2,1,2,2,5,1,1,0,0,0,4
43196TOR,IND,Victor Oladipo,21,5,2,4,3,2,0,9,2,3,1,2,0,3
43196TOR,IND,Thaddeus Young,17,4,1,1,1,0,4,7,2,0,0,0,0,5
43196TOR,IND,Bojan Bogdanovi€à,17,5,0,1,0,0,2,8,2,4,1,0,0,3
43196TOR,IND,Lance Stephenson,27,6,0,0,0,1,4,8,2,2,1,2,1,8
43196TOR,IND,Cory Joseph,23,6,2,2,1,1,1,7,3,0,0,0,0,3
43196TOR,IND,Domantas Sabonis,21,8,2,2,1,2,2,11,2,2,0,4,4,3
43196TOR,IND,Trevor Booker,21,11,0,0,1,0,1,6,3,1,0,6,5,6
43196TOR,IND,Glenn Robinson,20,12,1,0,0,0,1,7,4,5,3,2,1,1
43196TOR,IND,Joseph Young,12,3,2,0,0,0,1,4,1,2,1,0,0,0
43196TOR,IND,Al Jefferson,8,6,1,0,0,0,1,5,2,1,0,2,2,4
43196TOR,IND,T.J. Leaf,6,3,0,0,0,0,1,3,1,0,0,2,1,1
43196TOR,TOR,DeMar DeRozan,28,12,8,3,2,1,0,17,5,2,0,3,2,5
43196TOR,TOR,Kyle Lowry,28,9,9,6,1,2,1,11,3,8,3,0,0,5
43196TOR,TOR,Serge Ibaka,27,25,0,1,1,0,1,13,10,7,5,0,0,8
43196TOR,TOR,Jonas Valan€çiÅÇnas,22,8,0,1,0,1,2,7,3,0,0,3,2,12
43196TOR,TOR,OG Anunoby,20,4,0,0,1,0,1,5,2,1,0,0,0,4
43196TOR,TOR,Pascal Siakam,21,6,3,1,0,2,1,8,3,1,0,1,0,3
43196TOR,TOR,Delon Wright,21,8,4,2,0,0,0,6,2,5,1,4,3,3
43196TOR,TOR,C.J. Miles,19,6,0,2,1,1,3,6,1,3,0,5,4,3
43196TOR,TOR,Jakob PÌ_ltl,18,10,0,2,1,0,3,5,5,0,0,0,0,5
43196TOR,TOR,Norman Powell,14,2,0,0,1,0,1,1,1,0,0,0,0,2
43196TOR,TOR,Fred VanVleet,14,2,3,1,1,0,2,5,1,3,0,0,0,2
43196TOR,TOR,Lucas Nogueira,8,0,0,0,0,1,2,0,0,0,0,0,0,0
43196MEM,SAC,Willie Cauley-Stein,33,18,3,1,2,2,2,14,9,0,0,0,0,8
43196MEM,SAC,De'Aaron Fox,33,13,4,3,2,0,3,13,5,2,0,5,3,6
43196MEM,SAC,Bogdan Bogdanovic,30,8,4,2,1,0,2,11,4,5,0,0,0,1
43196MEM,SAC,Justin Jackson,30,13,2,1,0,0,5,10,5,6,3,0,0,2
43196MEM,SAC,JaKarr Sampson,25,11,0,0,0,2,1,8,5,0,0,2,1,6
43196MEM,SAC,Buddy Hield,34,14,6,5,3,0,4,11,6,4,2,0,0,5
43196MEM,SAC,Nigel Hayes,16,2,0,0,0,1,1,4,1,2,0,0,0,4
43196MEM,SAC,Jack Cooley,15,6,1,0,0,0,1,5,3,0,0,0,0,5
43196MEM,SAC,Vince Carter,13,3,2,0,0,0,1,4,0,3,0,3,3,3
43196MEM,SAC,Frank Mason,12,6,1,3,0,0,1,5,2,2,1,2,1,2
43196MEM,MEM,MarShon Brooks,37,23,3,3,1,2,0,20,11,3,1,0,0,8
43196MEM,MEM,Dillon Brooks,35,16,6,3,1,0,1,12,4,7,3,8,5,3
43196MEM,MEM,Ivan Rabb,31,12,4,1,1,3,2,8,4,0,0,5,4,11
43196MEM,MEM,Ben McLemore,27,3,0,1,0,1,3,7,1,4,0,1,1,1
43196MEM,MEM,Kobi Simmons,27,11,3,3,0,0,2,9,5,0,0,1,1,1
43196MEM,MEM,Deyonta Davis,27,8,0,0,1,1,2,6,4,0,0,0,0,9
43196MEM,MEM,Myke Henry,22,9,1,2,2,0,0,9,4,3,1,0,0,3
43196MEM,MEM,Mario Chalmers,18,11,3,1,0,0,0,8,4,4,1,3,2,0
43196MEM,MEM,Omari Johnson,16,0,0,1,1,0,2,5,0,3,0,0,0,2
43196PHO,NO,Nikola Miroti€à,35,31,2,1,0,1,4,25,11,11,5,4,4,16
43196PHO,NO,Anthony Davis,34,33,3,0,2,3,2,23,11,4,2,11,9,11
43196PHO,NO,Jrue Holiday,32,22,10,2,2,2,2,15,8,6,4,4,2,6
43196PHO,NO,E'Twaun Moore,25,6,1,2,1,0,2,8,3,2,0,0,0,2
43196PHO,NO,Rajon Rondo,25,6,4,2,1,0,2,6,3,3,0,0,0,3
43196PHO,NO,Darius Miller,31,7,2,3,2,0,2,7,3,3,1,0,0,4
43196PHO,NO,Cheick Diallo,17,2,0,3,0,1,4,1,1,0,0,0,0,8
43196PHO,NO,Solomon Hill,16,0,2,1,0,0,2,3,0,2,0,0,0,4
43196PHO,NO,Jordan Crawford,9,13,2,1,1,0,1,7,4,7,4,1,1,0
43196PHO,NO,DeAndre Liggins,7,0,2,0,0,0,0,2,0,0,0,0,0,0
43196PHO,NO,Emeka Okafor,6,2,1,0,0,0,1,1,1,0,0,0,0,1
43196PHO,NO,Charles Cooke,4,0,0,0,0,0,0,1,0,0,0,0,0,0
43196PHO,PHO,Danuel House,35,5,3,1,0,2,1,9,2,4,0,2,1,3
43196PHO,PHO,Dragan Bender,33,14,1,2,0,1,1,10,5,8,4,0,0,8
43196PHO,PHO,Josh Jackson,30,22,1,4,2,1,3,24,7,4,0,10,8,11
43196PHO,PHO,Tyler Ulis,30,16,4,3,2,0,2,13,7,3,2,0,0,5
43196PHO,PHO,Marquese Chriss,26,23,2,2,1,0,4,13,7,4,1,10,8,8
43196PHO,PHO,Shaquille Harrison,30,13,5,0,2,0,0,10,5,1,1,2,2,4
43196PHO,PHO,Alex Len,19,5,2,1,0,0,4,5,2,1,0,2,1,4
43196PHO,PHO,Davon Reed,19,5,2,0,0,0,0,7,2,5,1,0,0,3
43196PHO,PHO,Alec Peters,11,0,0,1,0,0,3,2,0,2,0,0,0,1
43196PHO,PHO,Jared Dudley,6,0,0,0,1,0,0,1,0,1,0,0,0,1
43196LAL,MIN,Andrew Wiggins,36,15,5,0,1,1,1,22,7,4,1,0,0,8
43196LAL,MIN,Taj Gibson,33,18,0,1,0,3,3,13,8,0,0,3,2,10
43196LAL,MIN,Karl-Anthony Towns,33,14,4,0,2,3,4,13,5,4,1,3,3,11
43196LAL,MIN,Jeff Teague,33,25,8,1,2,0,5,16,9,5,2,5,5,4
43196LAL,MIN,Jimmy Butler,23,18,1,1,4,0,1,10,7,1,0,8,4,2
43196LAL,MIN,Jamal Crawford,27,5,2,0,0,0,3,6,1,3,0,3,3,2
43196LAL,MIN,Nemanja Bjelica,19,3,1,0,2,0,1,6,1,5,1,0,0,3
43196LAL,MIN,Tyus Jones,15,8,3,1,2,0,2,4,2,3,2,4,2,0
43196LAL,MIN,Gorgui Dieng,13,7,1,1,0,1,4,6,3,1,1,0,0,7
43196LAL,MIN,Derrick Rose,6,0,0,0,1,0,0,4,0,0,0,0,0,0
43196LAL,MIN,Cole Aldrich,1,0,0,0,0,0,0,0,0,0,0,0,0,1
43196LAL,LAL,Kentavious Caldwell-Pope,35,8,3,1,1,1,1,13,3,6,2,0,0,3
43196LAL,LAL,Julius Randle,33,20,2,5,0,0,3,11,5,0,0,10,10,10
43196LAL,LAL,Brook Lopez,24,18,0,1,0,0,2,10,7,3,2,2,2,6
43196LAL,LAL,Kyle Kuzma,18,2,0,4,0,1,2,6,1,2,0,0,0,3
43196LAL,LAL,Alex Caruso,14,2,0,1,1,0,1,4,1,2,0,0,0,1
43196LAL,LAL,Josh Hart,32,20,0,3,0,0,1,12,6,6,3,7,5,11
43196LAL,LAL,Tyler Ennis,24,8,4,2,1,0,2,6,2,2,1,4,3,4
43196LAL,LAL,Ivica Zubac,22,14,0,0,0,0,3,10,5,0,0,4,4,9
43196LAL,LAL,Channing Frye,15,2,2,3,0,0,3,3,0,3,0,3,2,1
43196LAL,LAL,Gary Payton II,12,0,4,0,0,0,2,1,0,0,0,2,0,5
43196LAL,LAL,Travis Wear,8,0,0,0,0,0,1,2,0,0,0,0,0,0
43196LAL,LAL,Thomas Bryant,3,2,1,0,0,0,0,1,1,0,0,0,0,0
43197LAC,DEN,Jamal Murray,40,19,7,1,0,0,1,10,8,1,0,3,3,3
43197LAC,DEN,Nikola Joki€à,34,23,11,2,2,1,2,14,9,2,1,5,4,11
43197LAC,DEN,Will Barton,32,31,3,1,0,1,3,15,11,9,5,4,4,2
43197LAC,DEN,Wilson Chandler,31,13,3,0,0,0,4,8,6,3,1,0,0,7
43197LAC,DEN,Paul Millsap,30,15,4,1,1,0,4,13,6,4,1,4,2,2
43197LAC,DEN,Devin Harris,23,10,5,0,0,0,0,7,3,4,2,4,2,1
43197LAC,DEN,Trey Lyles,17,9,2,0,0,0,3,7,4,2,1,0,0,2
43197LAC,DEN,Torrey Craig,15,0,1,1,1,3,3,2,0,2,0,0,0,2
43197LAC,DEN,Mason Plumlee,15,11,0,1,0,1,5,7,5,0,0,3,1,3
43197LAC,DEN,Juan HernangÌ_mez,2,0,0,0,0,0,1,1,0,1,0,0,0,0
43197LAC,DEN,Malik Beasley,2,3,0,0,0,0,0,1,1,1,1,0,0,0
43197LAC,LAC,Austin Rivers,39,10,9,3,1,0,3,11,4,6,2,2,0,1
43197LAC,LAC,Tobias Harris,37,16,4,0,1,0,4,19,6,5,2,2,2,4
43197LAC,LAC,DeAndre Jordan,36,16,1,1,0,0,2,11,7,0,0,6,2,17
43197LAC,LAC,Tyrone Wallace,28,18,1,1,2,0,1,11,7,2,0,6,4,2
43197LAC,LAC,Wes Johnson,17,4,0,0,0,0,2,3,2,1,0,0,0,1
43197LAC,LAC,Lou Williams,31,24,5,2,0,0,0,15,6,3,2,12,10,0
43197LAC,LAC,Montrezl Harrell,20,14,1,0,1,0,2,9,7,0,0,0,0,3
43197LAC,LAC,Sindarius Thornwell,14,0,2,0,0,0,3,1,0,0,0,0,0,1
43197LAC,LAC,Boban Marjanovi€à,10,9,1,2,0,0,2,3,2,0,0,6,5,8
43197LAC,LAC,C.J. Williams,4,2,1,1,0,0,0,1,1,0,0,0,0,0
43197LAC,LAC,Sam Dekker,4,2,0,0,1,0,0,3,1,0,0,0,0,1
43197NY,MIL,Jabari Parker,38,16,5,2,1,0,0,15,7,3,2,0,0,12
43197NY,MIL,Khris Middleton,36,22,4,2,0,1,0,22,8,3,0,6,6,6
43197NY,MIL,Tony Snell,31,10,3,0,0,2,1,9,4,6,2,0,0,4
43197NY,MIL,Eric Bledsoe,31,22,10,1,1,1,4,9,7,3,2,7,6,3
43197NY,MIL,John Henson,31,15,1,0,0,3,2,13,7,0,0,2,1,12
43197NY,MIL,Jason Terry,22,9,1,1,3,0,0,7,3,6,3,0,0,0
43197NY,MIL,Tyler Zeller,17,8,2,1,0,1,4,4,4,0,0,0,0,5
43197NY,MIL,Brandon Jennings,17,8,4,2,1,0,0,8,4,1,0,0,0,4
43197NY,MIL,Thon Maker,17,5,0,1,0,1,2,6,1,3,1,2,2,2
43197NY,NY,Trey Burke,31,8,8,2,0,0,1,13,3,2,0,2,2,4
43197NY,NY,Kyle O'Quinn,30,15,5,1,0,4,1,12,6,2,1,2,2,16
43197NY,NY,Frank Ntilikina,30,7,4,0,0,0,2,7,3,2,1,0,0,2
43197NY,NY,Courtney Lee,27,14,0,0,0,0,1,11,6,3,2,0,0,4
43197NY,NY,Michael Beasley,23,13,2,0,0,1,0,14,5,4,1,2,2,6
43197NY,NY,Damyean Dotson,30,11,2,0,3,0,3,8,5,2,1,0,0,3
43197NY,NY,Jarrett Jack,26,18,7,1,0,0,0,14,7,3,1,3,3,5
43197NY,NY,Luke Kornet,18,8,0,3,0,1,3,4,2,3,2,2,2,2
43197NY,NY,Isaiah Hicks,16,8,2,1,0,1,5,8,4,0,0,0,0,0
43197NY,NY,Lance Thomas,9,0,0,0,0,0,1,2,0,0,0,0,0,1
43197CHI,BKN,Joe Harris,29,16,6,2,1,2,0,9,6,5,4,0,0,4
43197CHI,BKN,D'Angelo Russell,23,12,5,4,0,1,1,10,4,7,3,2,1,4
43197CHI,BKN,Rondae Hollis-Jefferson,23,8,1,1,4,0,0,5,3,0,0,2,2,5
43197CHI,BKN,Allen Crabbe,22,20,4,0,1,0,2,15,7,13,5,1,1,2
43197CHI,BKN,Jarrett Allen,21,9,0,0,0,4,2,6,4,1,1,0,0,5
43197CHI,BKN,Spencer Dinwiddie,29,8,9,2,2,0,2,11,3,9,2,0,0,1
43197CHI,BKN,Caris LeVert,24,13,8,3,3,0,0,7,5,2,2,1,1,1
43197CHI,BKN,Quincy Acy,23,21,1,0,0,1,4,14,7,13,6,2,1,3
43197CHI,BKN,Dante Cunningham,22,9,1,0,0,1,3,8,4,3,0,1,1,12
43197CHI,BKN,Milton Doyle,8,0,0,0,0,0,2,3,0,1,0,0,0,2
43197CHI,BKN,Nik Stauskas,8,3,1,0,0,0,1,2,1,1,1,0,0,2
43197CHI,BKN,Timofey Mozgov,7,5,0,1,0,1,1,2,2,0,0,2,1,5
43197CHI,CHI,Cristiano FelÌ_cio,35,14,1,2,0,0,3,11,5,0,0,4,4,11
43197CHI,CHI,Justin Holiday,32,15,2,0,2,0,1,15,5,9,1,6,4,1
43197CHI,CHI,Bobby Portis,31,18,1,4,1,1,2,15,8,3,1,1,1,8
43197CHI,CHI,David Nwaba,30,6,3,0,1,0,2,10,2,1,0,2,2,3
43197CHI,CHI,Cameron Payne,26,8,5,2,2,0,1,10,3,3,1,2,1,3
43197CHI,CHI,Jerian Grant,28,13,2,0,0,0,1,10,5,5,1,2,2,1
43197CHI,CHI,Ryan Arcidiacono,22,0,0,2,0,0,3,2,0,2,0,0,0,5
43197CHI,CHI,Sean Kilpatrick,22,20,1,2,1,0,0,14,7,6,2,4,4,4
43197CHI,CHI,Omer Asik,13,2,1,1,1,0,1,1,1,0,0,0,0,3
43197GS,NO,Nikola Miroti€à,40,28,4,0,3,0,1,18,10,11,6,2,2,6
43197GS,NO,Anthony Davis,40,34,4,2,2,4,2,24,13,1,0,10,8,12
43197GS,NO,Jrue Holiday,40,25,6,1,4,1,4,18,10,5,1,4,4,5
43197GS,NO,E'Twaun Moore,37,15,7,0,0,0,2,7,7,1,1,0,0,0
43197GS,NO,Rajon Rondo,32,12,17,2,2,0,2,11,5,4,2,1,0,4
43197GS,NO,Darius Miller,25,8,0,0,1,0,0,6,3,4,1,1,1,0
43197GS,NO,Solomon Hill,15,0,1,2,3,0,4,2,0,1,0,0,0,4
43197GS,NO,Cheick Diallo,11,4,0,1,0,1,1,1,1,0,0,4,2,3
43197GS,GS,Draymond Green,37,11,9,7,1,0,5,12,5,6,1,0,0,10
43197GS,GS,Klay Thompson,37,18,1,0,0,0,1,14,7,5,3,1,1,4
43197GS,GS,Quinn Cook,37,21,7,2,0,0,3,14,8,7,5,0,0,3
43197GS,GS,Kevin Durant,36,41,5,4,0,0,2,26,16,8,4,7,5,10
43197GS,GS,Kevon Looney,28,10,2,0,0,0,4,7,5,0,0,0,0,6
43197GS,GS,Andre Iguodala,22,4,5,0,0,0,3,6,2,4,0,0,0,3
